location,p_counts,min_price,max_price,mean_price
Shershah Colony - Raiwind Road,149,3100000,11000000,6133221.4765100675
Sherwani Town Housing Scheme,4,4100000,10000000,7625000.0
Shiraz Villas,6,8000000,26000000,14250000.0
Shoukat Town,20,3600000,12800000,7780000.0
Shuja Road,4,6500000,7500000,6750000.0
Siddiqia Colony,3,5500000,98000000,36833333.333333336
Siddiqia Society (College Road),1,6000000,6000000,6000000.0
Sikandar Road,2,25000000,25000000,25000000.0
Singhpura,7,5000000,20000000,8785714.285714285
Sitara Colony,3,4500000,12500000,8166666.666666667
Sodiwal,12,3000000,42500000,13945833.333333334
Sozo Town,2,1500000,13000000,7250000.0
State Life Housing Society,842,6200000,165000000,22557482.18527316
Sue-e-Asal,7,1500000,7500000,3042857.1428571427
Sufiabad,5,2500000,4800000,3520000.0
Sui Gas Employees Cooperative Housing Society,5,18000000,100000000,46800000.0
Sui Gas Housing Society,65,17000000,130000000,43024615.384615384
Sukh Chayn Gardens,43,14000000,70000000,29886046.51162791
Sultan Colony,1,25000000,25000000,25000000.0
Sultan Pura,6,4500000,20000000,13666666.666666666
Sultan Town,11,7500000,37500000,18154545.454545453
Sundar,1,2500000,2500000,2500000.0
Sunderdas Road,2,8000000,40000000,24000000.0
Sunflower Housing Society,9,8000000,35000000,25111111.111111112
Sunfort Gardens,28,9500000,16000000,12153571.42857143
Sunny Park,12,8000000,30000000,19408333.333333332
Super Town,41,9000000,27500000,13241463.414634146
Supreme Villas,2,25000000,25000000,25000000.0
Swami Nagar,5,8500000,22000000,14300000.0
T & T Aabpara Housing Society,27,6500000,30000000,13540740.74074074
TECH Society,20,42500000,120000000,88350000.0
TIP Housing Society,5,9800000,21000000,17160000.0
Taj Bagh Scheme,102,3500000,37500000,12537254.901960785
Tajpura,247,1200000,40000000,5604251.012145749
Tariq Gardens,207,9900000,225000000,21719323.671497583
Tariq Ismail Road,4,12500000,12500000,12500000.0
Tarogill,10,2800000,3200000,3080000.0
Temple Road,4,14500000,130000000,55625000.0
Thokar Niaz Baig,28,2220000,100000000,16957857.14285714
Toheed Park,5,10000000,17500000,13200000.0
Township,391,3000000,200000000,18545780.051150896
Tricon Village,10,9800000,24000000,15110000.0
Tulspura,1,7000000,7000000,7000000.0
UBL Housing Society,5,6500000,25000000,11700000.0
UET Housing Society,41,8500000,52500000,24702439.024390243
UMT Society,4,8600000,12500000,9825000.0
Upper Mall,39,1950000,350000000,61196153.84615385
Urdu Bazar,1,30000000,30000000,30000000.0
Valencia Housing Society,335,80000,210000000,31559343.28358209
Venus Housing Scheme,5,6000000,21500000,13960000.0
Vital Homes Housing Scheme,1,6600000,6600000,6600000.0
Wafaqi Colony,8,4500000,11000000,7800000.0
Wahdat Colony,13,5200000,35000000,10761538.461538462
Wahdat Road,31,4000000,50000000,11020967.741935484
Walled City,25,1950000,50000000,18446000.0
Walton Railway Officers Colony,6,9700000,16500000,12650000.0
Walton Road,101,2450000,35000000,10191376.237623762
Wapda Colony,4,7000000,28000000,16250000.0
Wapda Town,782,4,100000000,25270780.056265984
Waris Colony,2,6000000,6100000,6050000.0
Waris Road,4,14000000,80000000,36000000.0
Wassanpura,17,4500000,55000000,15752941.176470589
West Wood Housing Society,17,8500000,55000000,33735294.11764706
Wocland Villas,1,9800000,9800000,9800000.0
Wyeth Employees Coop Housing,1,16000000,16000000,16000000.0
Yazdani Road,2,4100000,5000000,4550000.0
Youhanabad,7,2800000,8000000,4971428.571428572
Zaheer Villas,38,6500000,10500000,7889473.684210527
Zaitoon - New Lahore City,33,800000,13000000,7493636.363636363
Zaitoon Colony,1,11200000,11200000,11200000.0
Zaman Colony,10,5500000,35000000,16930000.0
Zaman Park,5,65000000,110000000,74000000.0
Zubaida Park,14,4500000,30000000,14642857.142857144
