location,p_counts,min_price,max_price,mean_price
Allama Iqbal Town,1,15000000,15000000,15000000.0
DHA Defence,3,20000,46000000,15347666.666666666
Johar Town,1,10000000,10000000,10000000.0
Punjab Coop Housing Society,1,2900000,2900000,2900000.0
Shahdara,2,1300000,20000000,10650000.0
